--------- beginning of main
--------- beginning of system
08-06 17:40:35.101 25366  9446 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feeds/?update_counts=true
08-06 17:40:36.169 25366  9472 D CustomInterceptor: Expires Thu, 06 Aug 2020 15:45:36 GMT+00:00
08-06 17:40:36.169 25366  9472 D CustomInterceptor: Server gunicorn/19.7.0
08-06 17:40:36.169 25366  9472 D CustomInterceptor: Strict-Transport-Security max-age=0; includeSubDomains
08-06 17:40:36.169 25366  9472 D CustomInterceptor: Transfer-Encoding chunked
08-06 17:40:36.169 25366  9472 D CustomInterceptor: Vary Cookie
08-06 17:40:36.169 25366  9472 D CustomInterceptor: X-Chief-Wiggum I hope this has taught you kids a lesson: kids never learn.
08-06 17:40:36.169 25366  9472 D CustomInterceptor: X-gunicorn-server app17
08-06 17:40:36.170 25366  9472 D CustomInterceptor: CACHEABLE true
08-06 17:40:36.170 25366  9472 D CustomInterceptor: REQ https://www.newsblur.com/reader/unread_story_hashes?include_timestamps=1
08-06 17:40:36.170 25366  9472 D CustomInterceptor: REQ_SERV_BY net
08-06 17:40:36.170 25366  9472 D CustomInterceptor: PREFLIB Adding response to lrucache - https://www.newsblur.com/reader/unread_story_hashes?include_timestamps=1
08-06 17:40:36.172 25366  9472 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-06 17:40:40.947 25366  9632 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/social/river_stories?order=newest&page=1&read_filter=all&global_feed=true
08-06 17:40:40.948 25366  9632 D CustomInterceptor: HEADER REQUEST
08-06 17:40:40.948 25366  9632 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:40:40.948 25366  9632 D CustomInterceptor: Cookie newsblur_sessionid=qlbd3ilzka7q9q07v2htr96j75kh6za7; Domain=.newsblur.com; expires=Fri, 05 Aug 2022 20:40:09 GMT; Max-Age=63072000; Path=/
08-06 17:40:40.948 25366  9632 D CustomInterceptor: User-Agent NewsBlur Android app (Huawei Nexus 6P 6.0 9.0b1)
08-06 17:40:40.948 25366  9632 D CustomInterceptor: CACHED STATS: size = '2', maxSize = '100', hitCount = '2', createCount = '0', putCount = '2', evictionCount = '0', missCount = '2', toString = 'LruCache[maxSize=100,hits=2,misses=2,hitRate=50%]', 
08-06 17:40:40.948 25366  9632 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:40:41.618 25366  9632 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-06 17:40:41.619 25366  9632 D CustomInterceptor: HEADER RESPONSE
08-06 17:40:41.620 25366  9632 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-06 17:40:41.620 25366  9632 D CustomInterceptor: Connection close
08-06 17:40:41.620 25366  9632 D CustomInterceptor: Content-Type application/json
08-06 17:40:41.620 25366  9632 D CustomInterceptor: Date Thu, 06 Aug 2020 15:40:37 GMT
08-06 17:40:41.620 25366  9632 D CustomInterceptor: Expires Thu, 06 Aug 2020 15:45:41 GMT+00:00
08-06 17:40:41.620 25366  9632 D CustomInterceptor: Server gunicorn/19.7.0
08-06 17:40:41.620 25366  9632 D CustomInterceptor: Strict-Transport-Security max-age=0; includeSubDomains
08-06 17:40:41.620 25366  9632 D CustomInterceptor: Vary Cookie, Accept-Encoding
08-06 17:40:41.620 25366  9632 D CustomInterceptor: X-gunicorn-server app12
08-06 17:40:41.620 25366  9632 D CustomInterceptor: X-Homer Save me, Jeebus.
08-06 17:40:41.620 25366  9632 D CustomInterceptor: CACHEABLE true
08-06 17:40:41.620 25366  9632 D CustomInterceptor: REQ https://www.newsblur.com/social/river_stories?order=newest&page=1&read_filter=all&global_feed=true
08-06 17:40:41.620 25366  9632 D CustomInterceptor: REQ_SERV_BY net
08-06 17:40:41.620 25366  9632 D CustomInterceptor: PREFLIB Adding response to lrucache - https://www.newsblur.com/social/river_stories?order=newest&page=1&read_filter=all&global_feed=true
08-06 17:40:41.627 25366  9632 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-06 17:40:41.773 25366  9662 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/rss_feeds/icon/0
08-06 17:40:41.774 25366  9662 D CustomInterceptor: HEADER REQUEST
08-06 17:40:41.774 25366  9662 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:40:41.774 25366  9662 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '3', toString = 'LruCache[maxSize=100,hits=3,misses=3,hitRate=50%]', 
08-06 17:40:41.774 25366  9662 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:40:41.787 25366  9663 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/rss_feeds/icon/0
08-06 17:40:41.787 25366  9663 D CustomInterceptor: HEADER REQUEST
08-06 17:40:41.787 25366  9663 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:40:41.787 25366  9663 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '4', toString = 'LruCache[maxSize=100,hits=3,misses=4,hitRate=42%]', 
08-06 17:40:41.787 25366  9663 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:40:41.794 25366  9664 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/rss_feeds/icon/0
08-06 17:40:41.795 25366  9664 D CustomInterceptor: HEADER REQUEST
08-06 17:40:41.795 25366  9664 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:40:41.795 25366  9664 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '5', toString = 'LruCache[maxSize=100,hits=3,misses=5,hitRate=37%]', 
08-06 17:40:41.795 25366  9664 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:40:41.803 25366  9665 D CustomInterceptor: NETWORK-PROVIDER https://s3.amazonaws.com/icons.newsblur.com/6882243.png
08-06 17:40:41.804 25366  9665 D CustomInterceptor: HEADER REQUEST
08-06 17:40:41.804 25366  9665 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:40:41.804 25366  9665 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '6', toString = 'LruCache[maxSize=100,hits=3,misses=6,hitRate=33%]', 
08-06 17:40:41.804 25366  9665 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:40:41.813 25366  9667 D CustomInterceptor: NETWORK-PROVIDER https://s3.amazonaws.com/icons.newsblur.com/18178.png
08-06 17:40:41.814 25366  9667 D CustomInterceptor: HEADER REQUEST
08-06 17:40:41.814 25366  9667 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:40:41.814 25366  9667 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '7', toString = 'LruCache[maxSize=100,hits=3,misses=7,hitRate=30%]', 
08-06 17:40:41.814 25366  9667 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:40:41.825 25366  9669 D CustomInterceptor: NETWORK-PROVIDER https://s3.amazonaws.com/icons.newsblur.com/5762506.png
08-06 17:40:41.826 25366  9669 D CustomInterceptor: HEADER REQUEST
08-06 17:40:41.826 25366  9669 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:40:41.826 25366  9669 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '8', toString = 'LruCache[maxSize=100,hits=3,misses=8,hitRate=27%]', 
08-06 17:40:41.827 25366  9669 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:40:41.833 25366  9666 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-06 17:40:41.834 25366  9666 D CustomInterceptor: HEADER REQUEST
08-06 17:40:41.834 25366  9666 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:40:41.834 25366  9666 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '9', toString = 'LruCache[maxSize=100,hits=3,misses=9,hitRate=25%]', 
08-06 17:40:41.834 25366  9666 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:40:41.845 25366  9668 D CustomInterceptor: NETWORK-PROVIDER https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-90532920-this-chart-shows-how-effective-masks-can-be.png
08-06 17:40:41.846 25366  9668 D CustomInterceptor: HEADER REQUEST
08-06 17:40:41.846 25366  9668 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:40:41.846 25366  9668 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '10', toString = 'LruCache[maxSize=100,hits=3,misses=10,hitRate=23%]', 
08-06 17:40:41.846 25366  9668 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:40:41.875 25366  9666 D CustomInterceptor: HEADER RESPONSE
08-06 17:40:41.875 25366  9666 D CustomInterceptor: Cache-Control max-age=3600
08-06 17:40:41.875 25366  9666 D CustomInterceptor: Content-Length 43
08-06 17:40:41.876 25366  9666 D CustomInterceptor: Content-Type image/gif
08-06 17:40:41.876 25366  9666 D CustomInterceptor: Date Thu, 06 Aug 2020 15:40:38 GMT
08-06 17:40:41.876 25366  9666 D CustomInterceptor: Expires Thu, 06 Aug 2020 16:40:38 GMT
08-06 17:40:41.876 25366  9666 D CustomInterceptor: Server GSE
08-06 17:40:41.876 25366  9666 D CustomInterceptor: X-Content-Type-Options nosniff
08-06 17:40:41.876 25366  9666 D CustomInterceptor: X-XSS-Protection 1; mode=block
08-06 17:40:41.876 25366  9666 D CustomInterceptor: CACHEABLE true
08-06 17:40:41.876 25366  9666 D CustomInterceptor: REQ http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-06 17:40:41.876 25366  9666 D CustomInterceptor: REQ_SERV_BY net
08-06 17:40:41.876 25366  9666 D CustomInterceptor: PREFLIB Adding response to lrucache - http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-06 17:40:41.878 25366  9666 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-06 17:40:42.154 25366  9663 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-06 17:40:42.157 25366  9663 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:40:42.174 25366  9664 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-06 17:40:42.179 25366  9664 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:40:42.196 25366  9662 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-06 17:40:42.198 25366  9662 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-06 17:40:42.256 25366  9668 D CustomInterceptor: HEADER RESPONSE
08-06 17:40:42.256 25366  9668 D CustomInterceptor: accept-ranges bytes
08-06 17:40:42.256 25366  9668 D CustomInterceptor: access-control-allow-headers X-Requested-With
08-06 17:40:42.257 25366  9668 D CustomInterceptor: access-control-allow-origin *
08-06 17:40:42.257 25366  9668 D CustomInterceptor: cache-control public, max-age=31557600
08-06 17:40:42.257 25366  9668 D CustomInterceptor: content-length 79351
08-06 17:40:42.257 25366  9668 D CustomInterceptor: content-type image/png
08-06 17:40:42.257 25366  9668 D CustomInterceptor: date Thu, 06 Aug 2020 15:40:38 GMT
08-06 17:40:42.257 25366  9668 D CustomInterceptor: etag "b17a734fb67cc334f872374df18d4823"
08-06 17:40:42.257 25366  9668 D CustomInterceptor: last-modified Thu, 06 Aug 2020 09:03:50 GMT
08-06 17:40:42.257 25366  9668 D CustomInterceptor: server nginx
08-06 17:40:42.257 25366  9668 D CustomInterceptor: server-timing akam;dur=60;start=2020-07-28T11:13:12.502Z;total=1330;desc=miss,rtt;dur=0
08-06 17:40:42.258 25366  9668 D CustomInterceptor: status 200 OK
08-06 17:40:42.258 25366  9668 D CustomInterceptor: timing-allow-origin *
08-06 17:40:42.258 25366  9668 D CustomInterceptor: vary User-Agent
08-06 17:40:42.258 25366  9668 D CustomInterceptor: via 1.1 varnish
08-06 17:40:42.258 25366  9668 D CustomInterceptor: x-cache HIT, HIT
08-06 17:40:42.258 25366  9668 D CustomInterceptor: x-cache-hits 1, 1
08-06 17:40:42.258 25366  9668 D CustomInterceptor: x-cld-vary User-Agent
08-06 17:40:42.258 25366  9668 D CustomInterceptor: x-request-id 118e90281c8e5540ce13bb2507dc55c0
08-06 17:40:42.258 25366  9668 D CustomInterceptor: x-served-by cache-bwi5145-BWI, cache-ams21045-AMS
08-06 17:40:42.258 25366  9668 D CustomInterceptor: x-timer S1595958603.567940,VS0,VE1
08-06 17:40:42.259 25366  9668 D CustomInterceptor: CACHEABLE true
08-06 17:40:42.259 25366  9668 D CustomInterceptor: REQ https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-90532920-this-chart-shows-how-effective-masks-can-be.png
08-06 17:40:42.259 25366  9668 D CustomInterceptor: REQ_SERV_BY net
08-06 17:40:42.259 25366  9668 D CustomInterceptor: PREFLIB Adding response to lrucache - https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-90532920-this-chart-shows-how-effective-masks-can-be.png
08-06 17:40:42.290 25366  9668 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-06 17:40:42.367 25366  9665 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-06 17:40:42.369 25366  9665 D CustomInterceptor: HEADER RESPONSE
08-06 17:40:42.369 25366  9665 D CustomInterceptor: Accept-Ranges bytes
08-06 17:40:42.369 25366  9665 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-06 17:40:42.369 25366  9665 D CustomInterceptor: Content-Length 145
08-06 17:40:42.369 25366  9665 D CustomInterceptor: Content-Type image/png
08-06 17:40:42.369 25366  9665 D CustomInterceptor: Date Thu, 06 Aug 2020 15:40:39 GMT
08-06 17:40:42.369 25366  9665 D CustomInterceptor: ETag "b48046b4e0d289b5a850262f03eb2d2d"
08-06 17:40:42.369 25366  9665 D CustomInterceptor: Expires Thu, 06 Aug 2020 15:45:42 GMT+00:00
08-06 17:40:42.369 25366  9665 D CustomInterceptor: Last-Modified Wed, 05 Aug 2020 11:47:25 GMT
08-06 17:40:42.369 25366  9665 D CustomInterceptor: Server AmazonS3
08-06 17:40:42.369 25366  9665 D CustomInterceptor: x-amz-id-2 nDiDQANtDNVqEPucOfLtnn1Sx7gr+QY+8aAbQ7XZXU86Z7PKjjK674CpOsLT5+9Veg1xKpYxLtE=
08-06 17:40:42.369 25366  9665 D CustomInterceptor: x-amz-request-id 6Z1W4S4Z6X7N1J4P
08-06 17:40:42.370 25366  9665 D CustomInterceptor: CACHEABLE true
08-06 17:40:42.370 25366  9665 D CustomInterceptor: REQ https://s3.amazonaws.com/icons.newsblur.com/6882243.png
08-06 17:40:42.370 25366  9665 D CustomInterceptor: REQ_SERV_BY net
08-06 17:40:42.370 25366  9665 D CustomInterceptor: PREFLIB Adding response to lrucache - https://s3.amazonaws.com/icons.newsblur.com/6882243.png
08-06 17:40:42.402 25366  9665 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-06 17:40:42.404 25366  9667 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-06 17:40:42.405 25366  9667 D CustomInterceptor: HEADER RESPONSE
08-06 17:40:42.405 25366  9667 D CustomInterceptor: Accept-Ranges bytes
08-06 17:40:42.405 25366  9667 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-06 17:40:42.405 25366  9667 D CustomInterceptor: Content-Length 243
08-06 17:40:42.405 25366  9667 D CustomInterceptor: Content-Type image/png
08-06 17:40:42.405 25366  9667 D CustomInterceptor: Date Thu, 06 Aug 2020 15:40:39 GMT
08-06 17:40:42.405 25366  9667 D CustomInterceptor: ETag "ff3726165bbd11816de674a75693fba7"
08-06 17:40:42.405 25366  9667 D CustomInterceptor: Expires Thu, 06 Aug 2020 15:45:42 GMT+00:00
08-06 17:40:42.405 25366  9667 D CustomInterceptor: Last-Modified Wed, 05 Aug 2020 15:54:35 GMT
08-06 17:40:42.405 25366  9667 D CustomInterceptor: Server AmazonS3
08-06 17:40:42.405 25366  9667 D CustomInterceptor: x-amz-id-2 wne6NNWwn08ntKiKKy9kUukC8PyYkR/ZQjdI2daB9u3xPvfEXggbnrzXM/bpIcjfZt7xqxMiHNE=
08-06 17:40:42.405 25366  9667 D CustomInterceptor: x-amz-request-id 8C96FD80B0A0B0DD
08-06 17:40:42.405 25366  9667 D CustomInterceptor: CACHEABLE true
08-06 17:40:42.405 25366  9667 D CustomInterceptor: REQ https://s3.amazonaws.com/icons.newsblur.com/18178.png
08-06 17:40:42.405 25366  9667 D CustomInterceptor: REQ_SERV_BY net
08-06 17:40:42.405 25366  9667 D CustomInterceptor: PREFLIB Adding response to lrucache - https://s3.amazonaws.com/icons.newsblur.com/18178.png
08-06 17:40:42.407 25366  9669 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-06 17:40:42.408 25366  9669 D CustomInterceptor: HEADER RESPONSE
08-06 17:40:42.409 25366  9669 D CustomInterceptor: Accept-Ranges bytes
08-06 17:40:42.409 25366  9669 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-06 17:40:42.409 25366  9669 D CustomInterceptor: Content-Length 477
08-06 17:40:42.409 25366  9669 D CustomInterceptor: Content-Type image/png
08-06 17:40:42.409 25366  9669 D CustomInterceptor: Date Thu, 06 Aug 2020 15:40:39 GMT
08-06 17:40:42.409 25366  9669 D CustomInterceptor: ETag "c9bf1f07378831e51f45ddc262f16afc"
08-06 17:40:42.409 25366  9669 D CustomInterceptor: Expires Thu, 06 Aug 2020 15:45:42 GMT+00:00
08-06 17:40:42.409 25366  9669 D CustomInterceptor: Last-Modified Thu, 06 Aug 2020 15:17:37 GMT
08-06 17:40:42.409 25366  9669 D CustomInterceptor: Server AmazonS3
08-06 17:40:42.409 25366  9669 D CustomInterceptor: x-amz-id-2 94Rwk5ojWxCqHXBHdbTnIfMwWvr8BoPO9FIAVluZq4vB828m+Cmx0ha8bhtO/NPhl223fsMKZj0=
08-06 17:40:42.409 25366  9669 D CustomInterceptor: x-amz-request-id 0EA63B351126C2AD
08-06 17:40:42.409 25366  9669 D CustomInterceptor: CACHEABLE true
08-06 17:40:42.409 25366  9669 D CustomInterceptor: REQ https://s3.amazonaws.com/icons.newsblur.com/5762506.png
08-06 17:40:42.409 25366  9669 D CustomInterceptor: REQ_SERV_BY net
08-06 17:40:42.409 25366  9669 D CustomInterceptor: PREFLIB Adding response to lrucache - https://s3.amazonaws.com/icons.newsblur.com/5762506.png
08-06 17:40:42.440 25366  9667 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-06 17:40:42.443 25366  9669 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-06 17:40:51.939 25366  9665 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/rss_feeds/icon/0
08-06 17:40:51.940 25366  9665 D CustomInterceptor: HEADER REQUEST
08-06 17:40:51.940 25366  9665 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:40:51.940 25366  9665 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '11', toString = 'LruCache[maxSize=100,hits=8,misses=11,hitRate=42%]', 
08-06 17:40:51.940 25366  9665 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:40:51.964 25366  9667 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-06 17:40:51.964 25366  9669 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-06 17:40:51.965 25366  9667 D CustomInterceptor: HEADER REQUEST
08-06 17:40:51.965 25366  9669 D CustomInterceptor: HEADER REQUEST
08-06 17:40:51.965 25366  9667 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:40:51.965 25366  9669 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:40:51.965 25366  9667 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '12', toString = 'LruCache[maxSize=100,hits=8,misses=12,hitRate=40%]', 
08-06 17:40:51.965 25366  9669 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '12', toString = 'LruCache[maxSize=100,hits=8,misses=12,hitRate=40%]', 
08-06 17:40:51.965 25366  9667 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:40:51.965 25366  9669 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:40:51.969 25366  9663 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/rss_feeds/icon/0
08-06 17:40:51.970 25366  9663 D CustomInterceptor: HEADER REQUEST
08-06 17:40:51.970 25366  9663 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-06 17:40:51.970 25366  9663 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '14', toString = 'LruCache[maxSize=100,hits=8,misses=14,hitRate=36%]', 
08-06 17:40:51.970 25366  9663 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-06 17:40:51.976 25366  9664 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-06 17:40:51.977 25366  9662 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-06 17:40:51.977 25366  9664 D CustomInterceptor: HEADER REQUEST
08-06 17:40:51.977 25366  9664 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
