--------- beginning of main
--------- beginning of system
08-04 03:13:44.170 32275  8633 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feeds/?update_counts=true
08-04 03:13:50.556 32275  8857 D CustomInterceptor: Content-Type application/json
08-04 03:13:50.556 32275  8857 D CustomInterceptor: Date Tue, 04 Aug 2020 01:13:45 GMT
08-04 03:13:50.556 32275  8857 D CustomInterceptor: Expires Tue, 04 Aug 2020 01:18:50 GMT+00:00
08-04 03:13:50.556 32275  8857 D CustomInterceptor: Server gunicorn/19.7.0
08-04 03:13:50.556 32275  8857 D CustomInterceptor: Strict-Transport-Security max-age=0; includeSubDomains
08-04 03:13:50.556 32275  8857 D CustomInterceptor: Vary Cookie, Accept-Encoding
08-04 03:13:50.556 32275  8857 D CustomInterceptor: X-gunicorn-server app12
08-04 03:13:50.556 32275  8857 D CustomInterceptor: X-Homer Save me, Jeebus.
08-04 03:13:50.556 32275  8857 D CustomInterceptor: CACHEABLE true
08-04 03:13:50.556 32275  8857 D CustomInterceptor: REQ https://www.newsblur.com/social/river_stories?order=newest&page=1&read_filter=all&global_feed=true
08-04 03:13:50.557 32275  8857 D CustomInterceptor: REQ_SERV_BY net
08-04 03:13:50.557 32275  8857 D CustomInterceptor: PREFLIB Adding response to lrucache - https://www.newsblur.com/social/river_stories?order=newest&page=1&read_filter=all&global_feed=true
08-04 03:13:50.562 32275  8857 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-04 03:13:50.713 32275  8884 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/rss_feeds/icon/0
08-04 03:13:50.714 32275  8884 D CustomInterceptor: HEADER REQUEST
08-04 03:13:50.714 32275  8884 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 03:13:50.714 32275  8884 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '3', toString = 'LruCache[maxSize=100,hits=3,misses=3,hitRate=50%]', 
08-04 03:13:50.715 32275  8884 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 03:13:50.733 32275  8885 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/rss_feeds/icon/0
08-04 03:13:50.734 32275  8885 D CustomInterceptor: HEADER REQUEST
08-04 03:13:50.734 32275  8885 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 03:13:50.734 32275  8885 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '4', toString = 'LruCache[maxSize=100,hits=3,misses=4,hitRate=42%]', 
08-04 03:13:50.734 32275  8885 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 03:13:50.743 32275  8886 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/rss_feeds/icon/0
08-04 03:13:50.744 32275  8886 D CustomInterceptor: HEADER REQUEST
08-04 03:13:50.744 32275  8886 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 03:13:50.744 32275  8886 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '5', toString = 'LruCache[maxSize=100,hits=3,misses=5,hitRate=37%]', 
08-04 03:13:50.744 32275  8886 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 03:13:50.752 32275  8887 D CustomInterceptor: NETWORK-PROVIDER https://s3.amazonaws.com/icons.newsblur.com/6882243.png
08-04 03:13:50.752 32275  8887 D CustomInterceptor: HEADER REQUEST
08-04 03:13:50.752 32275  8887 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 03:13:50.752 32275  8887 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '6', toString = 'LruCache[maxSize=100,hits=3,misses=6,hitRate=33%]', 
08-04 03:13:50.752 32275  8887 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 03:13:50.759 32275  8889 D CustomInterceptor: NETWORK-PROVIDER https://s3.amazonaws.com/icons.newsblur.com/18178.png
08-04 03:13:50.760 32275  8889 D CustomInterceptor: HEADER REQUEST
08-04 03:13:50.760 32275  8889 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 03:13:50.760 32275  8889 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '7', toString = 'LruCache[maxSize=100,hits=3,misses=7,hitRate=30%]', 
08-04 03:13:50.760 32275  8889 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 03:13:50.768 32275  8891 D CustomInterceptor: NETWORK-PROVIDER https://s3.amazonaws.com/icons.newsblur.com/5762506.png
08-04 03:13:50.769 32275  8891 D CustomInterceptor: HEADER REQUEST
08-04 03:13:50.769 32275  8891 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 03:13:50.769 32275  8891 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '8', toString = 'LruCache[maxSize=100,hits=3,misses=8,hitRate=27%]', 
08-04 03:13:50.769 32275  8891 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 03:13:50.779 32275  8888 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-04 03:13:50.779 32275  8888 D CustomInterceptor: HEADER REQUEST
08-04 03:13:50.779 32275  8888 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 03:13:50.779 32275  8888 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '9', toString = 'LruCache[maxSize=100,hits=3,misses=9,hitRate=25%]', 
08-04 03:13:50.779 32275  8888 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 03:13:50.788 32275  8890 D CustomInterceptor: NETWORK-PROVIDER https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-90532920-this-chart-shows-how-effective-masks-can-be.png
08-04 03:13:50.789 32275  8890 D CustomInterceptor: HEADER REQUEST
08-04 03:13:50.789 32275  8890 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 03:13:50.789 32275  8890 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '10', toString = 'LruCache[maxSize=100,hits=3,misses=10,hitRate=23%]', 
08-04 03:13:50.789 32275  8890 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 03:13:50.824 32275  8888 D CustomInterceptor: HEADER RESPONSE
08-04 03:13:50.824 32275  8888 D CustomInterceptor: Cache-Control max-age=3600
08-04 03:13:50.824 32275  8888 D CustomInterceptor: Content-Length 43
08-04 03:13:50.824 32275  8888 D CustomInterceptor: Content-Type image/gif
08-04 03:13:50.824 32275  8888 D CustomInterceptor: Date Tue, 04 Aug 2020 01:13:46 GMT
08-04 03:13:50.824 32275  8888 D CustomInterceptor: Expires Tue, 04 Aug 2020 02:13:46 GMT
08-04 03:13:50.824 32275  8888 D CustomInterceptor: Server GSE
08-04 03:13:50.825 32275  8888 D CustomInterceptor: X-Content-Type-Options nosniff
08-04 03:13:50.825 32275  8888 D CustomInterceptor: X-XSS-Protection 1; mode=block
08-04 03:13:50.825 32275  8888 D CustomInterceptor: CACHEABLE true
08-04 03:13:50.825 32275  8888 D CustomInterceptor: REQ http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-04 03:13:50.825 32275  8888 D CustomInterceptor: REQ_SERV_BY net
08-04 03:13:50.825 32275  8888 D CustomInterceptor: PREFLIB Adding response to lrucache - http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-04 03:13:50.826 32275  8888 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-04 03:13:51.200 32275  8884 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 03:13:51.205 32275  8885 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 03:13:51.208 32275  8884 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 03:13:51.217 32275  8885 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 03:13:51.223 32275  8890 D CustomInterceptor: HEADER RESPONSE
08-04 03:13:51.223 32275  8890 D CustomInterceptor: accept-ranges bytes
08-04 03:13:51.223 32275  8890 D CustomInterceptor: access-control-allow-headers X-Requested-With
08-04 03:13:51.223 32275  8890 D CustomInterceptor: access-control-allow-origin *
08-04 03:13:51.223 32275  8890 D CustomInterceptor: cache-control public, max-age=31557600
08-04 03:13:51.223 32275  8890 D CustomInterceptor: content-length 79351
08-04 03:13:51.223 32275  8890 D CustomInterceptor: content-type image/png
08-04 03:13:51.223 32275  8890 D CustomInterceptor: date Tue, 04 Aug 2020 01:13:46 GMT
08-04 03:13:51.224 32275  8890 D CustomInterceptor: etag "b17a734fb67cc334f872374df18d4823"
08-04 03:13:51.224 32275  8890 D CustomInterceptor: last-modified Mon, 03 Aug 2020 18:36:58 GMT
08-04 03:13:51.224 32275  8890 D CustomInterceptor: server nginx
08-04 03:13:51.224 32275  8890 D CustomInterceptor: server-timing akam;dur=60;start=2020-07-28T11:13:12.502Z;total=1330;desc=miss,rtt;dur=0
08-04 03:13:51.224 32275  8890 D CustomInterceptor: status 200 OK
08-04 03:13:51.224 32275  8890 D CustomInterceptor: timing-allow-origin *
08-04 03:13:51.224 32275  8890 D CustomInterceptor: vary User-Agent
08-04 03:13:51.224 32275  8890 D CustomInterceptor: via 1.1 varnish
08-04 03:13:51.224 32275  8890 D CustomInterceptor: x-cache HIT, HIT
08-04 03:13:51.224 32275  8890 D CustomInterceptor: x-cache-hits 1, 1
08-04 03:13:51.224 32275  8890 D CustomInterceptor: x-cld-vary User-Agent
08-04 03:13:51.224 32275  8890 D CustomInterceptor: x-request-id 118e90281c8e5540ce13bb2507dc55c0
08-04 03:13:51.224 32275  8890 D CustomInterceptor: x-served-by cache-bwi5145-BWI, cache-ams21045-AMS
08-04 03:13:51.224 32275  8890 D CustomInterceptor: x-timer S1595958603.567940,VS0,VE1
08-04 03:13:51.225 32275  8890 D CustomInterceptor: CACHEABLE true
08-04 03:13:51.225 32275  8890 D CustomInterceptor: REQ https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-90532920-this-chart-shows-how-effective-masks-can-be.png
08-04 03:13:51.225 32275  8890 D CustomInterceptor: REQ_SERV_BY net
08-04 03:13:51.225 32275  8890 D CustomInterceptor: PREFLIB Adding response to lrucache - https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-90532920-this-chart-shows-how-effective-masks-can-be.png
08-04 03:13:51.233 32275  8890 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-04 03:13:51.311 32275  8889 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-04 03:13:51.312 32275  8889 D CustomInterceptor: HEADER RESPONSE
08-04 03:13:51.312 32275  8889 D CustomInterceptor: Accept-Ranges bytes
08-04 03:13:51.312 32275  8889 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-04 03:13:51.312 32275  8889 D CustomInterceptor: Content-Length 243
08-04 03:13:51.312 32275  8889 D CustomInterceptor: Content-Type image/png
08-04 03:13:51.312 32275  8889 D CustomInterceptor: Date Tue, 04 Aug 2020 01:13:47 GMT
08-04 03:13:51.313 32275  8889 D CustomInterceptor: ETag "ff3726165bbd11816de674a75693fba7"
08-04 03:13:51.313 32275  8889 D CustomInterceptor: Expires Tue, 04 Aug 2020 01:18:51 GMT+00:00
08-04 03:13:51.313 32275  8889 D CustomInterceptor: Last-Modified Mon, 03 Aug 2020 01:27:43 GMT
08-04 03:13:51.313 32275  8889 D CustomInterceptor: Server AmazonS3
08-04 03:13:51.313 32275  8889 D CustomInterceptor: x-amz-id-2 wne6NNWwn08ntKiKKy9kUukC8PyYkR/ZQjdI2daB9u3xPvfEXggbnrzXM/bpIcjfZt7xqxMiHNE=
08-04 03:13:51.313 32275  8889 D CustomInterceptor: x-amz-request-id 8C96FD80B0A0B0DD
08-04 03:13:51.313 32275  8889 D CustomInterceptor: CACHEABLE true
08-04 03:13:51.313 32275  8889 D CustomInterceptor: REQ https://s3.amazonaws.com/icons.newsblur.com/18178.png
08-04 03:13:51.313 32275  8889 D CustomInterceptor: REQ_SERV_BY net
08-04 03:13:51.313 32275  8889 D CustomInterceptor: PREFLIB Adding response to lrucache - https://s3.amazonaws.com/icons.newsblur.com/18178.png
08-04 03:13:51.319 32275  8887 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-04 03:13:51.320 32275  8887 D CustomInterceptor: HEADER RESPONSE
08-04 03:13:51.320 32275  8887 D CustomInterceptor: Accept-Ranges bytes
08-04 03:13:51.320 32275  8887 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-04 03:13:51.320 32275  8887 D CustomInterceptor: Content-Length 145
08-04 03:13:51.320 32275  8887 D CustomInterceptor: Content-Type image/png
08-04 03:13:51.320 32275  8887 D CustomInterceptor: Date Tue, 04 Aug 2020 01:13:47 GMT
08-04 03:13:51.320 32275  8887 D CustomInterceptor: ETag "b48046b4e0d289b5a850262f03eb2d2d"
08-04 03:13:51.320 32275  8887 D CustomInterceptor: Expires Tue, 04 Aug 2020 01:18:51 GMT+00:00
08-04 03:13:51.320 32275  8887 D CustomInterceptor: Last-Modified Sun, 02 Aug 2020 21:20:33 GMT
08-04 03:13:51.321 32275  8887 D CustomInterceptor: Server AmazonS3
08-04 03:13:51.321 32275  8887 D CustomInterceptor: x-amz-id-2 nDiDQANtDNVqEPucOfLtnn1Sx7gr+QY+8aAbQ7XZXU86Z7PKjjK674CpOsLT5+9Veg1xKpYxLtE=
08-04 03:13:51.321 32275  8887 D CustomInterceptor: x-amz-request-id 6Z1W4S4Z6X7N1J4P
08-04 03:13:51.321 32275  8887 D CustomInterceptor: CACHEABLE true
08-04 03:13:51.321 32275  8887 D CustomInterceptor: REQ https://s3.amazonaws.com/icons.newsblur.com/6882243.png
08-04 03:13:51.321 32275  8887 D CustomInterceptor: REQ_SERV_BY net
08-04 03:13:51.321 32275  8887 D CustomInterceptor: PREFLIB Adding response to lrucache - https://s3.amazonaws.com/icons.newsblur.com/6882243.png
08-04 03:13:51.329 32275  8891 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-04 03:13:51.329 32275  8891 D CustomInterceptor: HEADER RESPONSE
08-04 03:13:51.331 32275  8886 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-04 03:13:51.333 32275  8886 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-04 03:13:51.334 32275  8891 D CustomInterceptor: Accept-Ranges bytes
08-04 03:13:51.334 32275  8891 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-04 03:13:51.334 32275  8891 D CustomInterceptor: Content-Length 477
08-04 03:13:51.334 32275  8891 D CustomInterceptor: Content-Type image/png
08-04 03:13:51.334 32275  8891 D CustomInterceptor: Date Tue, 04 Aug 2020 01:13:47 GMT
08-04 03:13:51.334 32275  8891 D CustomInterceptor: ETag "c9bf1f07378831e51f45ddc262f16afc"
08-04 03:13:51.334 32275  8891 D CustomInterceptor: Expires Tue, 04 Aug 2020 01:18:51 GMT+00:00
08-04 03:13:51.334 32275  8891 D CustomInterceptor: Last-Modified Tue, 04 Aug 2020 00:50:45 GMT
08-04 03:13:51.334 32275  8891 D CustomInterceptor: Server AmazonS3
08-04 03:13:51.334 32275  8891 D CustomInterceptor: x-amz-id-2 94Rwk5ojWxCqHXBHdbTnIfMwWvr8BoPO9FIAVluZq4vB828m+Cmx0ha8bhtO/NPhl223fsMKZj0=
08-04 03:13:51.334 32275  8891 D CustomInterceptor: x-amz-request-id 0EA63B351126C2AD
08-04 03:13:51.334 32275  8891 D CustomInterceptor: CACHEABLE true
08-04 03:13:51.334 32275  8891 D CustomInterceptor: REQ https://s3.amazonaws.com/icons.newsblur.com/5762506.png
08-04 03:13:51.334 32275  8891 D CustomInterceptor: REQ_SERV_BY net
08-04 03:13:51.334 32275  8891 D CustomInterceptor: PREFLIB Adding response to lrucache - https://s3.amazonaws.com/icons.newsblur.com/5762506.png
08-04 03:13:51.350 32275  8889 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-04 03:13:51.351 32275  8887 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-04 03:13:51.359 32275  8891 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-04 03:14:00.790 32275  8887 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/rss_feeds/icon/0
08-04 03:14:00.791 32275  8887 D CustomInterceptor: HEADER REQUEST
08-04 03:14:00.791 32275  8887 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 03:14:00.791 32275  8887 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '11', toString = 'LruCache[maxSize=100,hits=8,misses=11,hitRate=42%]', 
08-04 03:14:00.791 32275  8887 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 03:14:00.813 32275  8889 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/rss_feeds/icon/0
08-04 03:14:00.814 32275  8889 D CustomInterceptor: HEADER REQUEST
08-04 03:14:00.814 32275  8889 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 03:14:00.814 32275  8889 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '12', toString = 'LruCache[maxSize=100,hits=8,misses=12,hitRate=40%]', 
08-04 03:14:00.814 32275  8889 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 03:14:00.814 32275  8891 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-04 03:14:00.816 32275  8884 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-04 03:14:00.816 32275  8891 D CustomInterceptor: HEADER REQUEST
08-04 03:14:00.816 32275  8891 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 03:14:00.816 32275  8891 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '13', toString = 'LruCache[maxSize=100,hits=8,misses=13,hitRate=38%]', 
08-04 03:14:00.816 32275  8891 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 03:14:00.817 32275  8884 D CustomInterceptor: HEADER REQUEST
08-04 03:14:00.817 32275  8884 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 03:14:00.817 32275  8884 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '14', toString = 'LruCache[maxSize=100,hits=8,misses=14,hitRate=36%]', 
08-04 03:14:00.817 32275  8884 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-04 03:14:00.833 32275  8886 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-04 03:14:00.834 32275  8885 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-04 03:14:00.834 32275  8886 D CustomInterceptor: HEADER REQUEST
08-04 03:14:00.834 32275  8886 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-04 03:14:00.834 32275  8885 D CustomInterceptor: HEADER REQUEST
