--------- beginning of main
--------- beginning of system
08-05 00:49:56.943 27131  9361 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/reader/feeds/?update_counts=true
08-05 00:50:04.224 27131  9573 D CustomInterceptor: HEADER RESPONSE
08-05 00:50:04.224 27131  9573 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-05 00:50:04.224 27131  9573 D CustomInterceptor: Connection close
08-05 00:50:04.224 27131  9573 D CustomInterceptor: Content-Type application/json
08-05 00:50:04.224 27131  9573 D CustomInterceptor: Date Tue, 04 Aug 2020 22:49:59 GMT
08-05 00:50:04.224 27131  9573 D CustomInterceptor: Expires Tue, 04 Aug 2020 22:55:04 GMT+00:00
08-05 00:50:04.224 27131  9573 D CustomInterceptor: Server gunicorn/19.7.0
08-05 00:50:04.224 27131  9573 D CustomInterceptor: Strict-Transport-Security max-age=0; includeSubDomains
08-05 00:50:04.224 27131  9573 D CustomInterceptor: Vary Cookie, Accept-Encoding
08-05 00:50:04.224 27131  9573 D CustomInterceptor: X-gunicorn-server app12
08-05 00:50:04.224 27131  9573 D CustomInterceptor: X-Homer Save me, Jeebus.
08-05 00:50:04.224 27131  9573 D CustomInterceptor: CACHEABLE true
08-05 00:50:04.224 27131  9573 D CustomInterceptor: REQ https://www.newsblur.com/social/river_stories?order=newest&page=1&read_filter=all&global_feed=true
08-05 00:50:04.225 27131  9573 D CustomInterceptor: REQ_SERV_BY net
08-05 00:50:04.225 27131  9573 D CustomInterceptor: PREFLIB Adding response to lrucache - https://www.newsblur.com/social/river_stories?order=newest&page=1&read_filter=all&global_feed=true
08-05 00:50:04.230 27131  9573 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 00:50:04.383 27131  9599 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/rss_feeds/icon/0
08-05 00:50:04.383 27131  9599 D CustomInterceptor: HEADER REQUEST
08-05 00:50:04.383 27131  9599 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 00:50:04.383 27131  9599 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '3', toString = 'LruCache[maxSize=100,hits=3,misses=3,hitRate=50%]', 
08-05 00:50:04.384 27131  9599 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 00:50:04.399 27131  9600 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/rss_feeds/icon/0
08-05 00:50:04.400 27131  9600 D CustomInterceptor: HEADER REQUEST
08-05 00:50:04.400 27131  9600 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 00:50:04.400 27131  9600 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '4', toString = 'LruCache[maxSize=100,hits=3,misses=4,hitRate=42%]', 
08-05 00:50:04.400 27131  9600 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 00:50:04.406 27131  9601 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/rss_feeds/icon/0
08-05 00:50:04.406 27131  9601 D CustomInterceptor: HEADER REQUEST
08-05 00:50:04.406 27131  9601 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 00:50:04.407 27131  9601 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '5', toString = 'LruCache[maxSize=100,hits=3,misses=5,hitRate=37%]', 
08-05 00:50:04.407 27131  9601 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 00:50:04.413 27131  9602 D CustomInterceptor: NETWORK-PROVIDER https://s3.amazonaws.com/icons.newsblur.com/6882243.png
08-05 00:50:04.413 27131  9602 D CustomInterceptor: HEADER REQUEST
08-05 00:50:04.413 27131  9602 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 00:50:04.414 27131  9602 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '6', toString = 'LruCache[maxSize=100,hits=3,misses=6,hitRate=33%]', 
08-05 00:50:04.414 27131  9602 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 00:50:04.420 27131  9604 D CustomInterceptor: NETWORK-PROVIDER https://s3.amazonaws.com/icons.newsblur.com/18178.png
08-05 00:50:04.421 27131  9604 D CustomInterceptor: HEADER REQUEST
08-05 00:50:04.421 27131  9604 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 00:50:04.421 27131  9604 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '7', toString = 'LruCache[maxSize=100,hits=3,misses=7,hitRate=30%]', 
08-05 00:50:04.421 27131  9604 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 00:50:04.429 27131  9606 D CustomInterceptor: NETWORK-PROVIDER https://s3.amazonaws.com/icons.newsblur.com/5762506.png
08-05 00:50:04.429 27131  9606 D CustomInterceptor: HEADER REQUEST
08-05 00:50:04.429 27131  9606 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 00:50:04.430 27131  9606 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '8', toString = 'LruCache[maxSize=100,hits=3,misses=8,hitRate=27%]', 
08-05 00:50:04.430 27131  9606 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 00:50:04.440 27131  9603 D CustomInterceptor: NETWORK-PROVIDER http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 00:50:04.440 27131  9603 D CustomInterceptor: HEADER REQUEST
08-05 00:50:04.440 27131  9603 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 00:50:04.440 27131  9603 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '9', toString = 'LruCache[maxSize=100,hits=3,misses=9,hitRate=25%]', 
08-05 00:50:04.440 27131  9603 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 00:50:04.449 27131  9605 D CustomInterceptor: NETWORK-PROVIDER https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-90532920-this-chart-shows-how-effective-masks-can-be.png
08-05 00:50:04.449 27131  9605 D CustomInterceptor: HEADER REQUEST
08-05 00:50:04.449 27131  9605 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 00:50:04.449 27131  9605 D CustomInterceptor: CACHED STATS: size = '3', maxSize = '100', hitCount = '3', createCount = '0', putCount = '3', evictionCount = '0', missCount = '10', toString = 'LruCache[maxSize=100,hits=3,misses=10,hitRate=23%]', 
08-05 00:50:04.449 27131  9605 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 00:50:04.505 27131  9603 D CustomInterceptor: HEADER RESPONSE
08-05 00:50:04.505 27131  9603 D CustomInterceptor: Cache-Control max-age=3600
08-05 00:50:04.505 27131  9603 D CustomInterceptor: Content-Length 43
08-05 00:50:04.505 27131  9603 D CustomInterceptor: Content-Type image/gif
08-05 00:50:04.505 27131  9603 D CustomInterceptor: Date Tue, 04 Aug 2020 22:50:00 GMT
08-05 00:50:04.505 27131  9603 D CustomInterceptor: Expires Tue, 04 Aug 2020 23:50:00 GMT
08-05 00:50:04.505 27131  9603 D CustomInterceptor: Server GSE
08-05 00:50:04.505 27131  9603 D CustomInterceptor: X-Content-Type-Options nosniff
08-05 00:50:04.506 27131  9603 D CustomInterceptor: X-XSS-Protection 1; mode=block
08-05 00:50:04.506 27131  9603 D CustomInterceptor: CACHEABLE true
08-05 00:50:04.506 27131  9603 D CustomInterceptor: REQ http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 00:50:04.506 27131  9603 D CustomInterceptor: REQ_SERV_BY net
08-05 00:50:04.506 27131  9603 D CustomInterceptor: PREFLIB Adding response to lrucache - http://feeds.feedburner.com/~r/retort/~4/UffaFMiJbNs
08-05 00:50:04.507 27131  9603 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 00:50:04.752 27131  9599 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 00:50:04.754 27131  9599 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 00:50:04.810 27131  9600 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 00:50:04.812 27131  9600 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 00:50:04.833 27131  9605 D CustomInterceptor: HEADER RESPONSE
08-05 00:50:04.833 27131  9605 D CustomInterceptor: accept-ranges bytes
08-05 00:50:04.833 27131  9605 D CustomInterceptor: access-control-allow-headers X-Requested-With
08-05 00:50:04.833 27131  9605 D CustomInterceptor: access-control-allow-origin *
08-05 00:50:04.833 27131  9605 D CustomInterceptor: cache-control public, max-age=31557600
08-05 00:50:04.833 27131  9605 D CustomInterceptor: content-length 79351
08-05 00:50:04.833 27131  9605 D CustomInterceptor: content-type image/png
08-05 00:50:04.833 27131  9605 D CustomInterceptor: date Tue, 04 Aug 2020 22:50:00 GMT
08-05 00:50:04.833 27131  9605 D CustomInterceptor: etag "b17a734fb67cc334f872374df18d4823"
08-05 00:50:04.833 27131  9605 D CustomInterceptor: last-modified Tue, 04 Aug 2020 16:13:12 GMT
08-05 00:50:04.833 27131  9605 D CustomInterceptor: server nginx
08-05 00:50:04.833 27131  9605 D CustomInterceptor: server-timing akam;dur=60;start=2020-07-28T11:13:12.502Z;total=1330;desc=miss,rtt;dur=0
08-05 00:50:04.833 27131  9605 D CustomInterceptor: status 200 OK
08-05 00:50:04.833 27131  9605 D CustomInterceptor: timing-allow-origin *
08-05 00:50:04.833 27131  9605 D CustomInterceptor: vary User-Agent
08-05 00:50:04.833 27131  9605 D CustomInterceptor: via 1.1 varnish
08-05 00:50:04.833 27131  9605 D CustomInterceptor: x-cache HIT, HIT
08-05 00:50:04.833 27131  9605 D CustomInterceptor: x-cache-hits 1, 1
08-05 00:50:04.833 27131  9605 D CustomInterceptor: x-cld-vary User-Agent
08-05 00:50:04.833 27131  9605 D CustomInterceptor: x-request-id 118e90281c8e5540ce13bb2507dc55c0
08-05 00:50:04.833 27131  9605 D CustomInterceptor: x-served-by cache-bwi5145-BWI, cache-ams21045-AMS
08-05 00:50:04.833 27131  9605 D CustomInterceptor: x-timer S1595958603.567940,VS0,VE1
08-05 00:50:04.834 27131  9605 D CustomInterceptor: CACHEABLE true
08-05 00:50:04.834 27131  9605 D CustomInterceptor: REQ https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-90532920-this-chart-shows-how-effective-masks-can-be.png
08-05 00:50:04.834 27131  9605 D CustomInterceptor: REQ_SERV_BY net
08-05 00:50:04.834 27131  9605 D CustomInterceptor: PREFLIB Adding response to lrucache - https://images.fastcompany.net/image/upload/w_1280,q_auto,f_auto,fl_lossy/wp-cms/uploads/2020/07/p-1-90532920-this-chart-shows-how-effective-masks-can-be.png
08-05 00:50:04.853 27131  9605 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 00:50:04.892 27131  9601 D CustomInterceptor: Interceptor exiting with exception java.io.IOException: unexpected end of stream on https://www.newsblur.com/...
08-05 00:50:04.909 27131  9601 D CustomInterceptor: interceptor_finished : return_type #4 : interceptor failed, resuming the request chain with the original request
08-05 00:50:05.023 27131  9602 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-05 00:50:05.024 27131  9602 D CustomInterceptor: HEADER RESPONSE
08-05 00:50:05.024 27131  9602 D CustomInterceptor: Accept-Ranges bytes
08-05 00:50:05.024 27131  9602 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-05 00:50:05.024 27131  9602 D CustomInterceptor: Content-Length 145
08-05 00:50:05.024 27131  9602 D CustomInterceptor: Content-Type image/png
08-05 00:50:05.024 27131  9602 D CustomInterceptor: Date Tue, 04 Aug 2020 22:50:01 GMT
08-05 00:50:05.024 27131  9602 D CustomInterceptor: ETag "b48046b4e0d289b5a850262f03eb2d2d"
08-05 00:50:05.025 27131  9602 D CustomInterceptor: Expires Tue, 04 Aug 2020 22:55:05 GMT+00:00
08-05 00:50:05.025 27131  9602 D CustomInterceptor: Last-Modified Mon, 03 Aug 2020 18:56:47 GMT
08-05 00:50:05.025 27131  9602 D CustomInterceptor: Server AmazonS3
08-05 00:50:05.025 27131  9602 D CustomInterceptor: x-amz-id-2 nDiDQANtDNVqEPucOfLtnn1Sx7gr+QY+8aAbQ7XZXU86Z7PKjjK674CpOsLT5+9Veg1xKpYxLtE=
08-05 00:50:05.025 27131  9602 D CustomInterceptor: x-amz-request-id 6Z1W4S4Z6X7N1J4P
08-05 00:50:05.025 27131  9602 D CustomInterceptor: CACHEABLE true
08-05 00:50:05.025 27131  9602 D CustomInterceptor: REQ https://s3.amazonaws.com/icons.newsblur.com/6882243.png
08-05 00:50:05.025 27131  9602 D CustomInterceptor: REQ_SERV_BY net
08-05 00:50:05.025 27131  9602 D CustomInterceptor: PREFLIB Adding response to lrucache - https://s3.amazonaws.com/icons.newsblur.com/6882243.png
08-05 00:50:05.030 27131  9606 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-05 00:50:05.031 27131  9606 D CustomInterceptor: HEADER RESPONSE
08-05 00:50:05.031 27131  9606 D CustomInterceptor: Accept-Ranges bytes
08-05 00:50:05.031 27131  9606 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-05 00:50:05.031 27131  9606 D CustomInterceptor: Content-Length 477
08-05 00:50:05.031 27131  9606 D CustomInterceptor: Content-Type image/png
08-05 00:50:05.031 27131  9606 D CustomInterceptor: Date Tue, 04 Aug 2020 22:50:01 GMT
08-05 00:50:05.031 27131  9606 D CustomInterceptor: ETag "c9bf1f07378831e51f45ddc262f16afc"
08-05 00:50:05.032 27131  9606 D CustomInterceptor: Expires Tue, 04 Aug 2020 22:55:05 GMT+00:00
08-05 00:50:05.032 27131  9606 D CustomInterceptor: Last-Modified Tue, 04 Aug 2020 22:26:59 GMT
08-05 00:50:05.032 27131  9606 D CustomInterceptor: Server AmazonS3
08-05 00:50:05.032 27131  9606 D CustomInterceptor: x-amz-id-2 94Rwk5ojWxCqHXBHdbTnIfMwWvr8BoPO9FIAVluZq4vB828m+Cmx0ha8bhtO/NPhl223fsMKZj0=
08-05 00:50:05.032 27131  9606 D CustomInterceptor: x-amz-request-id 0EA63B351126C2AD
08-05 00:50:05.032 27131  9606 D CustomInterceptor: CACHEABLE true
08-05 00:50:05.032 27131  9606 D CustomInterceptor: REQ https://s3.amazonaws.com/icons.newsblur.com/5762506.png
08-05 00:50:05.032 27131  9606 D CustomInterceptor: REQ_SERV_BY net
08-05 00:50:05.032 27131  9606 D CustomInterceptor: PREFLIB Adding response to lrucache - https://s3.amazonaws.com/icons.newsblur.com/5762506.png
08-05 00:50:05.036 27131  9604 D CustomInterceptor: CACHE_CONTROL SETTING NEW MAX-AGE
08-05 00:50:05.038 27131  9604 D CustomInterceptor: HEADER RESPONSE
08-05 00:50:05.038 27131  9604 D CustomInterceptor: Accept-Ranges bytes
08-05 00:50:05.038 27131  9604 D CustomInterceptor: Cache-Control public, immutable, max-age=300, only-if-cached, max-stale=300
08-05 00:50:05.038 27131  9604 D CustomInterceptor: Content-Length 243
08-05 00:50:05.038 27131  9604 D CustomInterceptor: Content-Type image/png
08-05 00:50:05.038 27131  9604 D CustomInterceptor: Date Tue, 04 Aug 2020 22:50:01 GMT
08-05 00:50:05.038 27131  9604 D CustomInterceptor: ETag "ff3726165bbd11816de674a75693fba7"
08-05 00:50:05.038 27131  9604 D CustomInterceptor: Expires Tue, 04 Aug 2020 22:55:05 GMT+00:00
08-05 00:50:05.038 27131  9604 D CustomInterceptor: Last-Modified Mon, 03 Aug 2020 23:03:57 GMT
08-05 00:50:05.038 27131  9604 D CustomInterceptor: Server AmazonS3
08-05 00:50:05.038 27131  9604 D CustomInterceptor: x-amz-id-2 wne6NNWwn08ntKiKKy9kUukC8PyYkR/ZQjdI2daB9u3xPvfEXggbnrzXM/bpIcjfZt7xqxMiHNE=
08-05 00:50:05.038 27131  9604 D CustomInterceptor: x-amz-request-id 8C96FD80B0A0B0DD
08-05 00:50:05.038 27131  9604 D CustomInterceptor: CACHEABLE true
08-05 00:50:05.039 27131  9604 D CustomInterceptor: REQ https://s3.amazonaws.com/icons.newsblur.com/18178.png
08-05 00:50:05.039 27131  9604 D CustomInterceptor: REQ_SERV_BY net
08-05 00:50:05.039 27131  9604 D CustomInterceptor: PREFLIB Adding response to lrucache - https://s3.amazonaws.com/icons.newsblur.com/18178.png
08-05 00:50:05.051 27131  9602 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 00:50:05.052 27131  9606 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 00:50:05.059 27131  9604 D CustomInterceptor: interceptor_finished : return_type #3 : request served from remote and added to cache
08-05 00:50:14.564 27131  9602 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/rss_feeds/icon/0
08-05 00:50:14.565 27131  9602 D CustomInterceptor: HEADER REQUEST
08-05 00:50:14.565 27131  9602 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 00:50:14.565 27131  9602 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '11', toString = 'LruCache[maxSize=100,hits=8,misses=11,hitRate=42%]', 
08-05 00:50:14.566 27131  9602 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 00:50:14.586 27131  9606 D CustomInterceptor: NETWORK-PROVIDER https://www.newsblur.com/rss_feeds/icon/0
08-05 00:50:14.587 27131  9606 D CustomInterceptor: HEADER REQUEST
08-05 00:50:14.587 27131  9606 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 00:50:14.587 27131  9606 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '12', toString = 'LruCache[maxSize=100,hits=8,misses=12,hitRate=40%]', 
08-05 00:50:14.587 27131  9606 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 00:50:14.593 27131  9604 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 00:50:14.593 27131  9599 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 00:50:14.594 27131  9604 D CustomInterceptor: HEADER REQUEST
08-05 00:50:14.594 27131  9599 D CustomInterceptor: HEADER REQUEST
08-05 00:50:14.594 27131  9604 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 00:50:14.594 27131  9599 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 00:50:14.594 27131  9599 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '13', toString = 'LruCache[maxSize=100,hits=8,misses=13,hitRate=38%]', 
08-05 00:50:14.594 27131  9604 D CustomInterceptor: CACHED STATS: size = '8', maxSize = '100', hitCount = '8', createCount = '0', putCount = '8', evictionCount = '0', missCount = '13', toString = 'LruCache[maxSize=100,hits=8,misses=13,hitRate=38%]', 
08-05 00:50:14.594 27131  9599 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 00:50:14.594 27131  9604 D CustomInterceptor: PREFLIB NOT A GET REQUEST OR NOT IN CACHEGET
08-05 00:50:14.605 27131  9601 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 00:50:14.605 27131  9600 D CustomInterceptor: NETWORK-PROVIDER https://www.gravatar.com/avatar/f5934485a0863578733c447016505547
08-05 00:50:14.606 27131  9601 D CustomInterceptor: HEADER REQUEST
08-05 00:50:14.606 27131  9601 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
08-05 00:50:14.606 27131  9600 D CustomInterceptor: HEADER REQUEST
08-05 00:50:14.606 27131  9600 D CustomInterceptor: Cache-Control max-age=300, max-stale=300
